uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"37f866fe-cd2b-4e2f-928b-1d668694191e","CPER_064.basePlot.vst","2016-10-18",,"D10","CPER","CPER_064","tower","grasslandHerbaceous",40.818358,-104.745994,"WGS84",10.1,521420.84,4518624.43,"13N",1648.5,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"dbradley@neoninc.org","jlinden@field-ops.org",
"f0cf7fd6-c109-448b-a769-38728ec3d092","CPER_059.basePlot.vst","2016-10-18",,"D10","CPER","CPER_059","tower","grasslandHerbaceous",40.817554,-104.748855,"WGS84",10.1,521179.82,4518534.49,"13N",1651.3,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"skovach@field-ops.org","kbenson@field-ops.org",
"cedb6192-50c9-4357-8471-38a4f852b0fa","CPER_050.basePlot.vst","2016-10-18",,"D10","CPER","CPER_050","tower","grasslandHerbaceous",40.818645,-104.744577,"WGS84",10.1,521540.25,4518656.64,"13N",1645.4,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"dbradley@neoninc.org","jlinden@field-ops.org",
"80e2ac75-8df1-4f4a-a5f6-6e299a1dd696","CPER_073.basePlot.vst","2016-10-18",,"D10","CPER","CPER_073","tower","grasslandHerbaceous",40.819188,-104.744585,"WGS84",10.1,521539.40,4518716.91,"13N",1644.4,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"dbradley@neoninc.org","jlinden@field-ops.org",
"1bf8a163-6bf1-4a27-83eb-43c45e5c7d96","CPER_072.basePlot.vst","2016-10-18",,"D10","CPER","CPER_072","tower","grasslandHerbaceous",40.817821,-104.746715,"WGS84",10.1,521360.21,4518564.65,"13N",1654.1,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"skovach@field-ops.org","kbenson@field-ops.org",
"53de091d-c713-424d-bae0-b68e149dbe97","CPER_067.basePlot.vst","2016-10-18",,"D10","CPER","CPER_067","tower","grasslandHerbaceous",40.818646,-104.745295,"WGS84",10.1,521479.70,4518656.57,"13N",1645.5,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"dbradley@neoninc.org","jlinden@field-ops.org",
"c9cad8ee-05e7-4743-bce0-392a69ec6594","CPER_056.basePlot.vst","2016-10-18",,"D10","CPER","CPER_056","tower","grasslandHerbaceous",40.816756,-104.748161,"WGS84",10.1,521238.61,4518446.07,"13N",1652.1,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","25",400,400,400,200,,"skovach@field-ops.org","kbenson@field-ops.org",
"642d77c9-d1fb-420a-ae92-1b52709f5f8b","CPER_062.basePlot.vst","2016-10-18",,"D10","CPER","CPER_062","tower","grasslandHerbaceous",40.817267,-104.747786,"WGS84",10.1,521270.07,4518502.89,"13N",1651.7,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"skovach@field-ops.org","kbenson@field-ops.org",
"d97c4569-22b8-4b73-ad46-db7d32493edb","CPER_071.basePlot.vst","2016-10-18",,"D10","CPER","CPER_071","tower","grasslandHerbaceous",40.819728,-104.745640,"WGS84",10.1,521450.25,4518776.60,"13N",1645.2,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"dbradley@neoninc.org","jlinden@field-ops.org",
"96c7bc83-2b0e-481a-aa4f-3487a287a258","CPER_048.basePlot.vst","2016-10-19",,"D10","CPER","CPER_048","tower","grasslandHerbaceous",40.818931,-104.748858,"WGS84",20.1,521179.13,4518687.34,"13N",1652.1,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"skovach@field-ops.org","kbenson@field-ops.org",
"86e281bd-85d3-48ca-a3a4-f0ce0e82ecc6","CPER_054.basePlot.vst","2016-10-19",,"D10","CPER","CPER_054","tower","grasslandHerbaceous",40.818898,-104.748127,"WGS84",10.1,521240.79,4518683.86,"13N",1651.8,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"tdelpriore@neoninc.org","kbenson@field-ops.org",
"42857d00-3a75-4b0c-824f-dfd34d2a56ca","CPER_063.basePlot.vst","2016-10-19",,"D10","CPER","CPER_063","tower","grasslandHerbaceous",40.818369,-104.747802,"WGS84",10.1,521268.37,4518625.21,"13N",1651.2,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"tdelpriore@neoninc.org","skovach@field-ops.org",
"4220c922-3392-4bdd-8470-1466d895d8e6","CPER_047.basePlot.vst","2016-10-19",,"D10","CPER","CPER_047","tower","grasslandHerbaceous",40.818371,-104.746715,"WGS84",20.1,521360.03,4518625.70,"13N",1649.3,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"tdelpriore@neoninc.org","skovach@field-ops.org",
"c1a4da0d-7974-4715-b336-fc703a600b36","CPER_051.basePlot.vst","2016-10-19",,"D10","CPER","CPER_051","tower","grasslandHerbaceous",40.818106,-104.748495,"WGS84",10.1,521210.01,4518595.85,"13N",1651.4,0.2,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"tdelpriore@neoninc.org","skovach@field-ops.org",
"19f1ef98-7aaa-4aec-a0b3-24c71e161850","CPER_057.basePlot.vst","2016-10-20",,"D10","CPER","CPER_057","tower","grasslandHerbaceous",40.817822,-104.744930,"WGS84",10.1,521510.74,4518565.19,"13N",1650.3,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"skovach@field-ops.org","jlinden@field-ops.org",
"b1e5ebba-5da3-43ce-a955-187af63c0d60","CPER_070.basePlot.vst","2016-10-20",,"D10","CPER","CPER_070","tower","grasslandHerbaceous",40.817815,-104.744224,"WGS84",10.1,521570.29,4518564.59,"13N",1648.4,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"skovach@field-ops.org","kbenson@field-ops.org",
"1a42f632-1503-46f9-a59c-43a4345415ac","CPER_060.basePlot.vst","2016-10-20",,"D10","CPER","CPER_060","tower","grasslandHerbaceous",40.817273,-104.746358,"WGS84",10.1,521390.49,4518503.90,"13N",1653.0,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"skovach@field-ops.org","jlinden@field-ops.org",
"554de38a-9790-47d9-b774-aaa9fa19f652","CPER_052.basePlot.vst","2016-10-20",,"D10","CPER","CPER_052","tower","grasslandHerbaceous",40.817276,-104.745643,"WGS84",10.1,521450.79,4518504.41,"13N",1653.8,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"skovach@field-ops.org","jlinden@field-ops.org",
"0d3c1fb3-7211-4e74-b8d1-17da8833350f","CPER_049.basePlot.vst","2016-10-20",,"D10","CPER","CPER_049","tower","grasslandHerbaceous",40.817272,-104.744580,"WGS84",10.1,521540.44,4518504.23,"13N",1654.3,0.1,,"vst_CPER_2016",,,,"NEON.DOC.000987vE","Y",,,"N","N","N","Y","N","N","N","N","N","noneSelected","noneSelected","10",400,400,400,80,,"skovach@field-ops.org","kbenson@field-ops.org",
