uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
92faf14b-2dc1-41fb-89a8-853da0615d81,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,41,,41,2.5,76.0,,NEON.PLA.D10.CPER.00073,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
ef3d4274-4c57-4f7e-a74d-082fe9ea9f8b,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,40,,41,6.9,236.0,,NEON.PLA.D10.CPER.00061,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
1a0c3728-7953-4430-8b76-37573ddf151d,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,40,,41,8.9,288.0,,NEON.PLA.D10.CPER.00071,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
b8e5f3e4-922e-43d1-9d89-f3a51045777d,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,32,,33,4.3,286.0,,NEON.PLA.D10.CPER.00026,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
d5219512-b67b-4a5b-9261-9ca5e0e9306b,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,32,,33,8.8,335.0,,NEON.PLA.D10.CPER.00036,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
0ef941df-e678-4ff8-b286-95951b3bd113,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,32,,33,4.5,287.0,,NEON.PLA.D10.CPER.00027,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
571c9c11-e52b-4bce-b95d-8880386025d3,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,32,,33,1.3,285.0,,NEON.PLA.D10.CPER.00024,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
5d3062cb-f934-4257-bfb2-3eb2c6386a60,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,32,,33,2.8,284.0,,NEON.PLA.D10.CPER.00025,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
7412ef59-eaf3-4c14-a54e-6c73808b72ef,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,32,,33,8.6,304.0,,NEON.PLA.D10.CPER.00031,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
aecca722-11cb-4873-8b97-93d953119cc5,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,32,,33,9.7,293.5,,NEON.PLA.D10.CPER.00029,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
9e226a5f-a083-42ed-94e5-dafb37b64525,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,32,,33,10.1,322.0,,NEON.PLA.D10.CPER.00035,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
656e86b2-b457-490d-ba88-18386e404dfd,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,32,,33,6.9,288.0,,NEON.PLA.D10.CPER.00028,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
f4c8247a-c363-4dd2-bbf6-59780eff7286,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,32,,33,10.7,296.5,,NEON.PLA.D10.CPER.00030,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
f2721809-a11d-4f8c-8d5f-00be91b67259,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,32,,33,8.2,325.0,,NEON.PLA.D10.CPER.00034,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
132b5bfe-fdb6-4a63-9cd8-1a0f8dccdee1,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,32,,33,5.9,327.0,,NEON.PLA.D10.CPER.00033,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
8fbe0560-ee9f-4030-b4ab-557101c5b74a,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,32,,33,6.2,304.0,,NEON.PLA.D10.CPER.00032,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
7d0fed7b-e530-4dcf-b018-52096d7ab593,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,,,,,,,NEON.PLA.D10.CPER.00001,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
5d84c90e-eb0f-41a4-98a2-41141da65ac8,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,40,,41,11.1,309.0,,NEON.PLA.D10.CPER.00066,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
47864879-92fc-4f4c-997c-3a03f3d69d78,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,40,,41,3.8,284.0,,NEON.PLA.D10.CPER.00060,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
1d1f567a-d48e-4b83-86fe-ad6070528893,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,9.3,0.5,,NEON.PLA.D10.CPER.00023,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
8148d58d-b733-4848-8d78-c4fd754aa447,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,5.1,42.0,,NEON.PLA.D10.CPER.00007,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
61d12133-6bcf-407c-b4e6-6acb2fd34021,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,40,,41,6.0,353.0,,NEON.PLA.D10.CPER.00065,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
95a80393-940a-485d-a90b-ba57d0796bb8,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,40,,41,10.4,319.0,,NEON.PLA.D10.CPER.00059,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
64dce447-2643-4d78-a373-4f808a1c5f03,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,41,,41,3.3,10.0,,NEON.PLA.D10.CPER.00077,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
bd56f809-2735-4715-838c-92058bbaa6e4,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,2.2,39.0,,NEON.PLA.D10.CPER.00002,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
5072c4c4-44d2-46e5-a1ad-793ff06b3543,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,40,,41,9.7,298.0,,NEON.PLA.D10.CPER.00067,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
33c399f5-ccd3-4835-81aa-1823ce7513a5,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,7.4,48.0,,NEON.PLA.D10.CPER.00015,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
260724e5-1cbd-4ff8-8070-6ef1da74ed34,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,9.0,68.0,,NEON.PLA.D10.CPER.00014,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
2822fe96-2202-477a-a603-0c95606cd2d3,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,40,,41,3.0,344.0,,NEON.PLA.D10.CPER.00062,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
9869af4a-eb39-4337-a7ab-594af0fac826,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,40,,41,9.0,331.0,,NEON.PLA.D10.CPER.00063,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
29efbf08-5991-4997-b408-c1ffc27d84a7,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,8.1,6.0,,NEON.PLA.D10.CPER.00022,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
9a8cd95d-4cbb-4813-aeba-465e12715e4a,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,2.5,43.0,,NEON.PLA.D10.CPER.00003,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
1e1993b3-9254-4e11-a672-53d58d14f232,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,41,,41,9.8,35.0,,NEON.PLA.D10.CPER.00075,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
00b10697-c366-462b-994a-f576d12cc42e,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,40,,41,7.8,297.0,,NEON.PLA.D10.CPER.00068,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
e1c873bb-6231-4e46-9805-5c6d68f80168,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,40,,41,10.3,292.0,,NEON.PLA.D10.CPER.00069,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
668dab86-ae71-45f7-a4e2-ed9a0bb5cc07,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,7.9,2.0,,NEON.PLA.D10.CPER.00021,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
a6ec5edb-7105-4700-884e-5730bb0dcfa7,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,4.1,80.5,,NEON.PLA.D10.CPER.00009,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
840cae9c-236c-404d-ad91-f103b6dee9ae,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,8.1,22.0,,NEON.PLA.D10.CPER.00019,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
249ba479-b537-4f72-8757-0ec366b50570,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,12.0,28.5,,NEON.PLA.D10.CPER.00018,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
caf57ea5-0280-4dff-a2c1-fd800223be45,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,12.5,37.5,,NEON.PLA.D10.CPER.00017,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
5dbb41bf-3a64-479e-9b00-fa8d1dee2a92,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,9.4,24.0,,NEON.PLA.D10.CPER.00020,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
a8c7cdb0-b9d0-45e0-8462-33f309d2146e,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,4.0,74.0,,NEON.PLA.D10.CPER.00008,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
d2c3dabe-0d01-4a00-bbca-2509b370e029,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,31,,31,3.5,19.5,,NEON.PLA.D10.CPER.00005,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
8545f4bc-6c30-44d4-8b4c-a73bc399251f,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,40,,41,3.3,272.0,,NEON.PLA.D10.CPER.00064,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
74b2dbbc-5b68-4ebb-b01b-f9d6146fc4e0,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,40,,41,12.8,322.0,,NEON.PLA.D10.CPER.00058,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
c265cf0b-77d1-4ba7-ab4f-49de0f4155fa,CPER_013.basePlot.vst,2014-09-10,vst_CPER_2014,D10,CPER,CPER_013,40,,41,8.1,274.0,,NEON.PLA.D10.CPER.00070,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
b83f4030-9b4c-46eb-9018-100635b24167,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,32,,41,6.2,96.0,,NEON.PLA.D10.CPER.00044,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
076306be-eed0-4246-9e69-ade860aa936d,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,41,,41,6.1,87.0,,NEON.PLA.D10.CPER.00045,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
e2334936-74d1-4694-9500-79a41a67270c,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,41,,41,9.7,13.0,,NEON.PLA.D10.CPER.00051,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
28770ecb-378d-40df-927e-7048e109a0d4,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,41,,41,5.7,85.9,,NEON.PLA.D10.CPER.00195,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
973f24a5-363b-405a-b459-eb97049b11ab,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,41,,41,8.2,14.0,,NEON.PLA.D10.CPER.00055,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
92bcff62-3419-43eb-a8ea-ba1448ad7292,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,40,,41,6.3,320.0,,NEON.PLA.D10.CPER.00056,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
abe1212e-afa8-4e75-9873-fb8f4e6001a9,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,32,,33,9.3,343.0,,NEON.PLA.D10.CPER.00040,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
9fe94391-abb6-4f3a-a426-62ca3e21d909,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,40,,41,5.0,328.0,,NEON.PLA.D10.CPER.00054,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
387d4df1-ab24-4618-85b0-6496a5a3be49,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,41,,41,6.6,87.0,,NEON.PLA.D10.CPER.00050,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
3afb9197-ef8c-42c4-9b0b-19589402b8f2,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,41,,41,4.7,25.0,,NEON.PLA.D10.CPER.00049,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
298eee02-e5dd-43d3-94e7-fb168569bbcf,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,40,,41,7.7,332.0,,NEON.PLA.D10.CPER.00053,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
13f97578-62f9-4d18-b739-1adea72d2814,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,32,,33,5.7,330.0,,NEON.PLA.D10.CPER.00037,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
567b6c1b-e6ef-45f8-b99a-5df0987affbd,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,41,,41,8.7,54.0,,NEON.PLA.D10.CPER.00047,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
3476f00c-7979-4764-97f8-8130449378dc,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,41,,41,4.6,72.0,,NEON.PLA.D10.CPER.00046,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
f40c9e22-0973-42c9-ae91-ee0040de3a6c,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,32,,33,7.8,315.0,,NEON.PLA.D10.CPER.00038,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
80e2a53e-21be-4e31-95ff-e37ab0b197ca,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,32,,33,9.7,328.0,,NEON.PLA.D10.CPER.00042,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
c66175bf-91be-4a6b-b16f-7ba98fce1b81,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,32,,33,6.8,358.0,,NEON.PLA.D10.CPER.00043,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
9c47c6bf-743a-454d-8e92-e2542076c431,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,40,,41,7.5,314.0,,NEON.PLA.D10.CPER.00048,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
5723365a-33b5-4ba7-9ad7-85b1b041484f,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,40,,41,5.5,342.0,,NEON.PLA.D10.CPER.00057,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
b4cda9af-47cf-4e60-be3f-e7aa6ae45436,CPER_004.basePlot.vst,2014-09-11,vst_CPER_2014,D10,CPER,CPER_004,32,,33,9.8,340.0,,NEON.PLA.D10.CPER.00039,,,NEON.DOC.000987vE,ATCA2,Atriplex canescens (Pursh) Nutt.,species,,,,,,kbarrett@neoninc.org,kbarrett@neoninc.org,
